tree_tip,matched_MDD_name,match_type,order,family,genus,iucn_category,extinct_flag
Crocidura_silacea,Crocidura_silacea,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_orii,Crocidura_orii,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_phaeura,Crocidura_phaeura,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_mariquensis,Crocidura_mariquensis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_allex,Crocidura_allex,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_ultima,Crocidura_ultima,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_fumosa,Crocidura_fumosa,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_dolichura,Crocidura_dolichura,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_arispa,Crocidura_arispa,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_picea,Crocidura_picea,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_macowi,Crocidura_macowi,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_ludia,Crocidura_ludia,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_nana,Crocidura_nana,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_greenwoodi,Crocidura_greenwoodi,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_desperata,Crocidura_desperata,direct,Eulipotyphla,Soricidae,Crocidura,VU,0.0
Crocidura_stenocephala,Crocidura_stenocephala,direct,Eulipotyphla,Soricidae,Crocidura,VU,0.0
Crocidura_littoralis,Crocidura_littoralis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_maurisca,Crocidura_maurisca,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_tarella,Crocidura_tarella,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_lusitania,Crocidura_lusitania,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_foxi,Crocidura_foxi,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_crossei,Crocidura_crossei,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_jouvenetae,Crocidura_jouvenetae,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_cinderella,Crocidura_cinderella,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_lanosa,Crocidura_lanosa,direct,Eulipotyphla,Soricidae,Crocidura,VU,0.0
Crocidura_fuscomurina,Crocidura_fuscomurina,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Paracrocidura_graueri,Paracrocidura_graueri,direct,Eulipotyphla,Soricidae,Paracrocidura,DD,0.0
Paracrocidura_schoutedeni,Paracrocidura_schoutedeni,direct,Eulipotyphla,Soricidae,Paracrocidura,LC,0.0
Paracrocidura_maxima,Paracrocidura_maxima,direct,Eulipotyphla,Soricidae,Paracrocidura,LC,0.0
Crocidura_grandis,Crocidura_grandis,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_lamottei,Crocidura_lamottei,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_parvipes,Crocidura_parvipes,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_katinka,Crocidura_katinka,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_vorax,Crocidura_vorax,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_macarthuri,Crocidura_macarthuri,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_harenna,Crocidura_harenna,direct,Eulipotyphla,Soricidae,Crocidura,CR,0.0
Crocidura_flavescens,Crocidura_flavescens,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_hirta,Crocidura_hirta,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_fulvastra,Crocidura_fulvastra,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_viaria,Crocidura_viaria,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_mutesae,Crocidura_mutesae,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_goliath,Crocidura_goliath,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_olivieri,Crocidura_olivieri,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_elgonius,Crocidura_elgonius,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_crenata,Crocidura_crenata,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_grassei,Crocidura_grassei,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_pitmani,Crocidura_pitmani,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_muricauda,Crocidura_muricauda,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_hilliana,Crocidura_hilliana,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_douceti,Crocidura_douceti,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_nimbasilvanus,Crocidura_nimbasilvanus,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_nimbae,Crocidura_nimbae,direct,Eulipotyphla,Soricidae,Crocidura,NT,0.0
Crocidura_annamitensis,Crocidura_annamitensis,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_gracilipes,Crocidura_gracilipes,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_selina,Crocidura_selina,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_nanilla,Crocidura_nanilla,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_munissii,Crocidura_munissii,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_mdumai,Crocidura_mdumai,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_serezkyensis,Crocidura_serezkyensis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_montis,Crocidura_montis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_macmillani,Crocidura_macmillani,direct,Eulipotyphla,Soricidae,Crocidura,NT,0.0
Crocidura_luna,Crocidura_luna,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_monax,Crocidura_monax,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_newmarki,Crocidura_newmarki,direct,Eulipotyphla,Soricidae,Crocidura,NT,0.0
Crocidura_denti,Crocidura_denti,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_glassi,Crocidura_glassi,direct,Eulipotyphla,Soricidae,Crocidura,NT,0.0
Crocidura_thalia,Crocidura_glassi,synonym:nominalName,Eulipotyphla,Soricidae,Crocidura,NT,0.0
Crocidura_baileyi,Crocidura_baileyi,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_arabica,Crocidura_arabica,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_niobe,Crocidura_niobe,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_zimmermanni,Crocidura_zimmermanni,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_canariensis,Crocidura_canariensis,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_tarfayensis,Crocidura_tarfayaensis,synonym:MSW3,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_sicula,Crocidura_sicula,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_zimmeri,Crocidura_zimmeri,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_leucodon,Crocidura_leucodon,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_obscurior,Crocidura_obscurior,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_sapaensis,Crocidura_sapaensis,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_whitakeri,Crocidura_whitakeri,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_pasha,Crocidura_pasha,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Diplomesodon_pulchellum,Diplomesodon_pulchellus,synonym:MSW3,Eulipotyphla,Soricidae,Diplomesodon,LC,0.0
Crocidura_horsfieldii,Crocidura_horsfieldii,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_fingui,Crocidura_fingui,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_manengubae,Crocidura_manengubae,direct,Eulipotyphla,Soricidae,Crocidura,VU,0.0
Crocidura_miya,Crocidura_miya,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_pergrisea,Crocidura_pergrisea,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_hikmiya,Crocidura_hikmiya,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_planiceps,Crocidura_planiceps,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_sokolovi,Crocidura_sokolovi,direct,Eulipotyphla,Soricidae,Crocidura,NT,0.0
Crocidura_trichura,Crocidura_trichura,direct,Eulipotyphla,Soricidae,Crocidura,EX,0.0
Crocidura_neglecta,Crocidura_neglecta,direct,Eulipotyphla,Soricidae,Crocidura,NE,0.0
Crocidura_rapax,Crocidura_rapax,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_lasiura,Crocidura_lasiura,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_dsinezumi,Crocidura_dsinezumi,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_fischeri,Crocidura_fischeri,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_raineyi,Crocidura_raineyi,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_phuquocensis,Crocidura_phuquocensis,direct,Eulipotyphla,Soricidae,Crocidura,VU,0.0
Crocidura_fuliginosa,Crocidura_fuliginosa,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_indochinensis,Crocidura_indochinensis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_wuchihensis,Crocidura_wuchihensis,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_tanakae,Crocidura_tanakae,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_zaitsevi,Crocidura_kegoensis,synonym:nominalName,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_attenuata,Crocidura_attenuata,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_monticola,Crocidura_monticola,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_watasei,Crocidura_watasei,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_jacksoni,Crocidura_jacksoni,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_armenica,Crocidura_armenica,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_paradoxura,Crocidura_paradoxura,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_lwiroensis,Crocidura_lwiroensis,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_susiana,Crocidura_susiana,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_bottegoides,Crocidura_bottegoides,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_negligens,Crocidura_malayana,synonym:nominalName,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_lucina,Crocidura_lucina,direct,Eulipotyphla,Soricidae,Crocidura,VU,0.0
Crocidura_maquassiensis,Crocidura_maquassiensis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_ansellorum,Crocidura_ansellorum,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_malayana,Crocidura_malayana,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_yankariensis,Crocidura_yankariensis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_abscondita,Crocidura_abscondita,direct,Eulipotyphla,Soricidae,Crocidura,NE,0.0
Crocidura_jenkinsi,Crocidura_jenkinsi,direct,Eulipotyphla,Soricidae,Crocidura,CR,0.0
Crocidura_virgata,Crocidura_virgata,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_nigricans,Crocidura_nigricans,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_nigripes,Crocidura_nigripes,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_ninoyi,Crocidura_ninoyi,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_beatus,Crocidura_beata,synonym:MSW3,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_panayensis,Crocidura_panayensis,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_negrina,Crocidura_negrina,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_guy,Crocidura_guy,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_mindorus,Crocidura_mindorus,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_grayi,Crocidura_grayi,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_palawanensis,Crocidura_palawanensis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_foetida,Crocidura_foetida,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_ramona,Crocidura_ramona,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_beccarii,Crocidura_beccarii,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_longipes,Crocidura_longipes,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_smithii,Crocidura_smithii,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_lepidura,Crocidura_lepidura,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_congobelgica,Crocidura_congobelgica,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_orientalis,Crocidura_orientalis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_erica,Crocidura_erica,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_brunnea,Crocidura_brunnea,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_thomensis,Crocidura_thomensis,direct,Eulipotyphla,Soricidae,Crocidura,EN,0.0
Crocidura_somalica,Crocidura_somalica,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_zarudnyi,Crocidura_zarudnyi,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_phanluongi,Crocidura_phanluongi,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_bottegi,Crocidura_bottegi,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_aleksandrisi,Crocidura_aleksandrisi,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_caspica,Crocidura_caspica,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_pullata,Crocidura_pullata,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_sibirica,Crocidura_sibirica,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_suaveolens,Crocidura_suaveolens,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_shantungensis,Crocidura_shantungensis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_hutanis,Crocidura_hutanis,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_batakorum,Crocidura_batakorum,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_andamanensis,Crocidura_andamanensis,direct,Eulipotyphla,Soricidae,Crocidura,CR,0.0
Crocidura_usambarae,Crocidura_usambarae,direct,Eulipotyphla,Soricidae,Crocidura,VU,0.0
Crocidura_turba,Crocidura_turba,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_cranbrooki,Crocidura_cranbrooki,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_polia,Crocidura_polia,direct,Eulipotyphla,Soricidae,Crocidura,DD,0.0
Crocidura_nigeriae,Crocidura_nigeriae,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_levicula,Crocidura_levicula,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_rhoditis,Crocidura_rhoditis,direct,Eulipotyphla,Soricidae,Crocidura,VU,0.0
Crocidura_xantippe,Crocidura_xantippe,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_musseri,Crocidura_musseri,direct,Eulipotyphla,Soricidae,Crocidura,VU,0.0
Crocidura_elongata,Crocidura_elongata,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_lea,Crocidura_lea,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Crocidura_nigrofusca,Crocidura_nigrofusca,direct,Eulipotyphla,Soricidae,Crocidura,LC,0.0
Suncus_zeylanicus,Suncus_zeylanicus,direct,Eulipotyphla,Soricidae,Suncus,EN,0.0
Suncus_mertensi,Suncus_mertensi,direct,Eulipotyphla,Soricidae,Suncus,EN,0.0
Suncus_dayi,Suncus_dayi,direct,Eulipotyphla,Soricidae,Suncus,EN,0.0
Suncus_ater,Palawanosorex_ater,synonym:MSW3,Eulipotyphla,Soricidae,Palawanosorex,DD,0.0
Suncus_stoliczkanus,Suncus_stoliczkanus,direct,Eulipotyphla,Soricidae,Suncus,LC,0.0
Suncus_montanus,Suncus_montanus,direct,Eulipotyphla,Soricidae,Suncus,LC,0.0
Sylvisorex_morio,Sylvisorex_morio,direct,Eulipotyphla,Soricidae,Sylvisorex,EN,0.0
Suncus_murinus,Suncus_murinus,direct,Eulipotyphla,Soricidae,Suncus,LC,0.0
Sylvisorex_pluvialis,Sylvisorex_pluvialis,direct,Eulipotyphla,Soricidae,Sylvisorex,DD,0.0
Feroculus_feroculus,Feroculus_feroculus,direct,Eulipotyphla,Soricidae,Feroculus,EN,0.0
Suncus_madagascariensis,Suncus_etruscus,synonym:nominalName,Eulipotyphla,Soricidae,Suncus,LC,0.0
Suncus_etruscus,Suncus_etruscus,direct,Eulipotyphla,Soricidae,Suncus,LC,0.0
Suncus_fellowesgordoni,Suncus_fellowesgordoni,direct,Eulipotyphla,Soricidae,Suncus,EN,0.0
Suncus_lixus,Suncus_lixa,synonym:MSW3,Eulipotyphla,Soricidae,Suncus,LC,0.0
Sylvisorex_oriundus,Sylvisorex_oriundus,direct,Eulipotyphla,Soricidae,Sylvisorex,DD,0.0
Sylvisorex_isabellae,Sylvisorex_isabellae,direct,Eulipotyphla,Soricidae,Sylvisorex,VU,0.0
Suncus_malayanus,Suncus_malayanus,direct,Eulipotyphla,Soricidae,Suncus,LC,0.0
Solisorex_pearsoni,Solisorex_pearsoni,direct,Eulipotyphla,Soricidae,Solisorex,EN,0.0
Blarinella_wardi,Blarinella_wardi,direct,Eulipotyphla,Soricidae,Blarinella,LC,0.0
Blarinella_quadraticauda,Blarinella_quadraticauda,direct,Eulipotyphla,Soricidae,Blarinella,NT,0.0
Blarinella_griselda,Parablarinella_griselda,synonym:MSW3,Eulipotyphla,Soricidae,Parablarinella,LC,0.0
Surdisorex_schlitteri,Surdisorex_schlitteri,direct,Eulipotyphla,Soricidae,Surdisorex,DD,0.0
Surdisorex_polulus,Surdisorex_polulus,direct,Eulipotyphla,Soricidae,Surdisorex,DD,0.0
Surdisorex_norae,Surdisorex_norae,direct,Eulipotyphla,Soricidae,Surdisorex,LC,0.0
Cryptotis_perijensis,Cryptotis_perijensis,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_lacandonensis,Cryptotis_lacandonensis,direct,Eulipotyphla,Soricidae,Cryptotis,NE,0.0
Cryptotis_colombiana,Cryptotis_colombianus,synonym:MSW3,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Blarina_hylophaga,Blarina_hylophaga,direct,Eulipotyphla,Soricidae,Blarina,LC,0.0
Blarina_carolinensis,Blarina_carolinensis,direct,Eulipotyphla,Soricidae,Blarina,LC,0.0
Blarina_brevicauda,Blarina_brevicauda,direct,Eulipotyphla,Soricidae,Blarina,LC,0.0
Cryptotis_gracilis,Cryptotis_gracilis,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_aroensis,Cryptotis_aroensis,direct,Eulipotyphla,Soricidae,Cryptotis,EN,0.0
Cryptotis_orophila,Cryptotis_orophilus,synonym:MSW3,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_nigrescens,Cryptotis_nigrescens,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_venezuelensis,Cryptotis_venezuelensis,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_peruviensis,Cryptotis_peruviensis,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_niausa,Cryptotis_niausa,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_brachyonyx,Cryptotis_brachyonyx,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_magna,Cryptotis_magnus,synonym:MSW3,Eulipotyphla,Soricidae,Cryptotis,VU,0.0
Cryptotis_medellinia,Cryptotis_medellinius,synonym:MSW3,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_phillipsii,Cryptotis_phillipsii,direct,Eulipotyphla,Soricidae,Cryptotis,VU,0.0
Cryptotis_mexicana,Cryptotis_mexicanus,synonym:MSW3,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_nelsoni,Cryptotis_nelsoni,direct,Eulipotyphla,Soricidae,Cryptotis,CR,0.0
Cryptotis_obscura,,unmatched,,,,,
Cryptotis_equatoris,Cryptotis_equatoris,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_montivaga,Cryptotis_montivagus,synonym:MSW3,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_tamensis,Cryptotis_tamensis,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_peregrina,Cryptotis_peregrinus,synonym:MSW3,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_goldmani,Cryptotis_goldmani,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_meridensis,Cryptotis_meridensis,direct,Eulipotyphla,Soricidae,Cryptotis,VU,0.0
Cryptotis_squamipes,Cryptotis_squamipes,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_tropicalis,Cryptotis_tropicalis,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_lacertosus,Cryptotis_lacertosus,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_hondurensis,Cryptotis_hondurensis,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_mam,Cryptotis_mam,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_mera,Cryptotis_merus,synonym:MSW3,Eulipotyphla,Soricidae,Cryptotis,EN,0.0
Cryptotis_goodwini,Cryptotis_goodwini,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_merriami,Cryptotis_merriami,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_endersi,Cryptotis_endersi,direct,Eulipotyphla,Soricidae,Cryptotis,EN,0.0
Cryptotis_alticola,Cryptotis_alticola,direct,Eulipotyphla,Soricidae,Cryptotis,DD,0.0
Cryptotis_thomasi,Cryptotis_thomasi,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_griseoventris,Cryptotis_griseoventris,direct,Eulipotyphla,Soricidae,Cryptotis,EN,0.0
Cryptotis_mayensis,Cryptotis_mayensis,direct,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Cryptotis_oreoryctes,Cryptotis_oreoryctes,direct,Eulipotyphla,Soricidae,Cryptotis,EN,0.0
Cryptotis_parva,Cryptotis_parvus,synonym:MSW3,Eulipotyphla,Soricidae,Cryptotis,LC,0.0
Sorex_alpinus,Sorex_alpinus,direct,Eulipotyphla,Soricidae,Sorex,NT,0.0
Sorex_buchariensis,Sorex_buchariensis,direct,Eulipotyphla,Soricidae,Sorex,DD,0.0
Sorex_oreopolus,Sorex_oreopolus,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_bedfordiae,Sorex_bedfordiae,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_ventralis,Sorex_ventralis,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_excelsus,Sorex_excelsus,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_veraecrucis,Sorex_veraecrucis,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_cylindricauda,Sorex_cylindricauda,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_gracillimus,Sorex_gracillimus,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_yukonicus,Sorex_minutissimus,synonym:nominalName,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_ixtlanensis,Sorex_ixtlanensis,direct,Eulipotyphla,Soricidae,Sorex,DD,0.0
Sorex_planiceps,Sorex_planiceps,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_minutissimus,Sorex_minutissimus,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_hosonoi,Sorex_hosonoi,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_mirabilis,Sorex_mirabilis,direct,Eulipotyphla,Soricidae,Sorex,DD,0.0
Sorex_minutus,Sorex_minutus,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_volnuchini,Sorex_volnuchini,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_thibetanus,Sorex_thibetanus,direct,Eulipotyphla,Soricidae,Sorex,DD,0.0
Sorex_caecutiens,Sorex_caecutiens,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_shinto,Sorex_shinto,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_isodon,Sorex_isodon,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_unguiculatus,Sorex_unguiculatus,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_tundrensis,Sorex_tundrensis,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_asper,Sorex_asper,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_daphaenodon,Sorex_daphaenodon,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_coronatus,Sorex_coronatus,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_araneus,Sorex_araneus,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_granarius,Sorex_granarius,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
Sorex_satunini,Sorex_satunini,direct,Eulipotyphla,Soricidae,Sorex,LC,0.0
