tree,PD,ePDloss
624,39754.4222983928,6008.23340305513
625,41531.4581181157,6344.11129486515
626,40940.6643913176,6362.49142448496
627,51330.0714457398,7867.70598622651
628,51253.1449077844,8133.76993033549
629,28058.7300548757,3865.04807219867
630,28252.5333159722,3898.63275630205
631,39713.5789429873,5993.36373741843
632,40921.5388671006,6265.98858043604
633,28717.1379977565,4121.97512623725
634,27443.1490070435,3972.37699918563
635,50065.5980011107,7557.82175957152
636,50690.4521846157,7504.20842826923
637,40965.726647169,6224.85198155265
638,41908.8261383138,6722.5991988454
639,41334.6814726528,5983.91485320118
640,40772.3003842079,6311.36775550424
641,41612.5842347137,6141.60588595936
642,40573.835361086,6418.49493575493
643,52739.8330289621,8752.4083985897
644,51140.9920272227,8337.76044204939
645,28342.9055278213,4104.64871054616
646,28329.5352554152,4162.46921507909
647,42129.1727985022,6376.07144072802
648,40857.2438007874,5872.44703441857
649,28356.0508523701,3975.04332447744
650,28727.7990905705,3861.41441831582
651,40710.2422991413,6346.62171598254
652,39557.8857023651,5785.14068695435
653,41068.7868749006,6260.80938770439
654,40462.7853586129,6168.77096519815
655,41803.9673863724,6716.13423186867
656,41525.4450920583,6142.00755789326
657,42411.7893056609,6593.83265092156
658,41250.7208484487,6072.62567633348
659,41877.9046389086,6136.06456434363
660,40791.2343094339,6039.46848835811
661,41710.6546642138,6637.76593812695
662,41667.3223381177,6322.35348974948
663,42307.4872686341,6573.34180732663
664,40491.5806991698,6401.270042262
665,27914.8164378811,4087.78623709271
666,27435.136291462,3932.87185344536
667,42591.7442435361,6553.11038767948
668,42216.6396206489,6409.87089334528
669,41876.2476544565,6229.25106521731
670,41612.1485112727,6315.96471330109
671,40542.3084513155,6000.49833793537
672,39458.3409629625,6202.15336396122
673,40628.4374178799,6190.25149188377
674,41156.2765715188,6415.35017251561
675,27757.3976128254,4183.09821594668
676,28639.5853539186,4081.48601214567
677,42373.8249100853,6836.17230080852
678,42383.7417828106,6526.28385600962
679,28643.5113681139,4074.03563103792
680,27701.8822036872,3716.57859688842
681,41135.6428286272,6129.9740432389
682,40146.8825531534,5767.8968309966
683,40220.8377186657,5938.92824106351
684,40309.5710935246,6139.08415690116
685,40904.6735386838,6485.75312065732
686,41806.1398459603,6346.16403943953
687,42033.7584341798,6656.32249157685
688,41150.6141101571,6680.89899668286
689,41295.4005508472,6324.65191322167
690,40956.2474138007,6011.46477838428
691,41511.8995022801,6457.17819111719
692,40413.5377077327,6070.73847264018
693,39554.2682303175,5639.34967778212
694,41381.1835511781,6510.74550284765
695,40260.2744855731,6142.89416964372
696,40788.2176565666,6046.96349734612
697,42922.4508566093,6309.59435823541
698,43501.1805800247,6735.12232574149
699,27012.8618422109,3680.78362517261
700,27172.6508950828,3970.95714988515
701,41506.2244792307,6249.84195077264
702,40002.9434466859,5919.88022036635
703,42353.3246187545,6560.84329385744
704,42692.1616433662,6736.35843590175
705,41613.747201094,6285.82386652993
706,41580.9080864778,6128.94641497289
707,41729.8186954537,6785.05905183281
708,40758.0604673662,6366.11002982447
