tree,PD,ePDloss
278,29149.5084480662,2834.68733594307
279,29108.6007139493,2961.15830179339
280,28482.126006696,2980.7955180464
281,29602.012498562,3023.70688586432
282,29615.7864196316,2959.28417974254
283,28184.3154728736,2924.08250500919
284,29719.4494600416,3071.0856466489
285,29431.5466612005,2890.31566601353
286,27274.3650565693,2712.1212417549
287,29124.0550507038,2991.84752166758
288,29211.200729171,3021.00074113221
289,29024.4898367907,2922.81931111909
290,28991.2528019929,2882.93617871761
291,29887.0353366724,3086.76495184747
292,27306.4907305661,2704.81653785461
293,27227.0758071986,2677.74326813854
294,29350.3476206876,2975.12081478319
295,28911.9252676175,2845.57047911672
296,29178.5023223614,2959.6195557609
297,28614.2259520514,2878.5823184415
298,27697.9642305387,2769.90639127771
299,28748.1047173234,2950.60586605608
300,29111.0805963605,2968.18975310126
301,28614.3252668708,2886.9973405481
302,28316.6619905721,2925.28020971782
303,29152.1650186467,2951.76446083596
304,28967.2600205205,2913.45609163113
305,29245.2401070867,2909.93719950942
306,29287.9209541412,2920.83537939509
307,29262.7958686195,2893.06989845021
308,29020.7394620333,2931.75086250552
309,28622.372660283,2885.514293681
310,28220.714090279,2874.113141516
311,27307.1585691365,2723.69827395231
312,27747.600875666,2849.52803533971
313,28062.8963506849,2746.26101463283
314,28069.0031355054,2845.12860642102
315,28028.7415793234,2888.74773783399
316,28284.4396103946,2922.38034851719
317,27512.9701738993,2848.58850315832
318,28127.9685349381,2956.87177329453
319,27999.4054558977,2950.46680883853
320,27964.5913886451,2867.60367510838
321,28455.7152548247,2898.83127527757
322,27984.8691322258,2850.90295616889
323,28116.3010665557,2867.50475661565
324,27976.4322712159,2889.39381471962
325,28158.546368339,2917.26149579932
326,28099.3295658847,2932.3835453264
327,27731.5020659612,2786.06635265148
328,28190.6588955333,2970.26693899304
329,28760.5038192036,3003.18099792215
330,28238.4546565128,2848.09510284853
331,28241.7241117121,2908.60442594536
332,28234.6604947236,2906.0002773137
333,28136.1112273285,2891.16693567976
334,28446.9725641214,2968.90678171858
335,27998.5970140104,2869.21693928579
336,27961.7948128245,2965.67253013902
337,27668.9146243761,2873.27228138022
338,28187.8399553541,2908.66442810635
339,28059.4221445076,2873.09195293043
340,30996.6154275155,3115.64261389328
341,28683.0302592895,2940.26768359574
342,28933.9565386562,2940.65448939268
343,28607.5362905021,2889.0823825364
344,28832.7421336991,3001.51302490053
345,28964.0407645497,2950.40530551383
346,28775.1859873968,2909.14073764631
347,29156.038676247,3015.74794217048
348,28845.5979342717,2886.24854643042
349,29277.7819426947,3110.7664424535
350,29171.4837690671,2982.61046388621
351,27381.5936065456,2805.55947047414
352,28217.0978796635,2973.83922384839
353,28720.387505754,2945.8060472369
354,28850.9852293758,2985.44970530259
355,28411.9587086065,2879.72436259211
356,27883.7272133488,2830.63483977965
357,27746.031200273,2868.3556705872
358,27982.0905050454,2883.34398862906
359,27870.0601022861,2893.7918633409
360,28392.5483817787,2884.55423733452
361,28120.7909008431,2898.78957041762
362,27747.6145446995,2906.7903498326
363,27698.3846461998,2810.76787488901
364,27100.3226674176,2785.24066997548
365,27600.0858077757,2914.27256974456
366,27907.9128485899,2869.60334794461
367,27676.3487462162,2859.92865573964
368,27538.5423519123,2748.22533048429
369,27483.2301778915,2843.03742658201
370,27532.9028303573,2796.30756894531
371,27656.8297002299,2853.99435322802
372,27562.4360195101,2880.52374929486
373,27867.1548849115,2898.829225197
374,27731.178758325,2797.75011490891
375,27216.0537005184,2700.56014496352
376,27234.5558719433,2681.65682402445
377,27590.5324776444,2776.48030890888
378,27836.255120718,2902.7396635188
379,28162.8945693614,2833.43952574521
380,27849.2308075206,2828.44425376052
381,27622.1254685021,2782.89683130243
382,28232.125800243,2939.91999097806
383,27761.2825258532,2791.1299121621
384,28757.3753031351,2986.93244927318
385,28617.2185088611,2842.21827627618
386,28588.2543817702,2879.6524562303
387,28954.2069355816,2895.56832875981
388,28991.9891324604,2971.05037616924
389,29203.7657292415,3022.05321413201
390,28294.2145460449,2812.76300577784
391,28162.9099563373,2802.6916198759
392,29334.6946844063,3066.03792772153
393,27402.7805810668,2797.75221576259
394,26976.6196608953,2695.18658386533
395,27206.2720113975,2800.31064321389
396,27417.1186505854,2821.48858045415
397,27149.727379954,2718.06070015591
398,31037.419296931,3042.47035204213
399,27116.1526193261,2769.36887703017
400,27000.8486741212,2745.6673636533
401,27025.2229435604,2723.38343633
402,27120.8501536673,2780.06091826213
403,27007.6675153186,2772.23065387197
404,27188.9165535614,2810.23916571627
